	name	dup_counts
45448	sardinia_tasmin_GFDL-ESM2M_rcp4p5_2006-2099_daily.nc4	2
45449	sardinia_tasmin_GFDL-ESM2M_rcp4p5_2006-2099_monthly.dat	3
45450	sardinia_tasmin_GFDL-ESM2M_rcp6p0_2006-2099_daily.nc4	2
45452	sardinia_tasmin_GFDL-ESM2M_rcp8p5_2006-2099_monthly.dat	2
45454	sardinia_tasmin_HadGEM2-ES_rcp4p5_2005-2099_monthly.dat	2
45458	sardinia_tasmin_MIROC-ESM-CHEM_rcp2p6_2006-2099_daily.nc4	2
45461	sardinia_tasmin_MIROC-ESM-CHEM_rcp8p5_2006-2099_daily.nc4	2
45470	sardinia_wind_GFDL-ESM2M_rcp4p5_2006-2099_monthly.dat	3
45478	sardinia_wind_MIROC-ESM-CHEM_rcp8p5_2006-2099_daily.nc4	2
45484	scRNA-seq dataset prefiltered from Paul et al. (2015), Cell	3
45492	seNorge/TXb: daily maximum temperature over Norway	2
45504	sim2real-iCub	3
45548	swmm-nrtestsuite: Regression Test Suite for OWA SWMM	2
45554	system-j6	2
45566	test	12
45569	test data for the 'domutils' Python package	3
45578	teste001	2
45591	tobac_example_vorticity_tracking_model	2
45595	transcription of a male with Wernicke's aphasia	2
45608	two-CN-singers-MP3-LRC	3
45891	weather-benchmark-test	2
46029	weecology/forecasts: None	5
46080	weecology/portalPredictions: None	5
46089	wrong	2
46090	ws-cr	5
46092	ws-crR	8
46093	x264 and x265 performance on eight videos of the Youtube UGC Dataset	2
