Data Set,Data Set Version,Apollo,Contact,Contact institution,Release # and date,Build Number Introduced,Category,Data Set Name,dataset_id,Organism(s) (source or reference),Publications,Release Policy,Short Attribution,Summary,Type,Genes,
AlphaFold Predictions,AlphaFold-release4,N/A,AlphaFold,EMBL-EBI,"PlasmoDB rel. 60, 2022-NOV-09",60,Protein Structure,alphaFold_RSRC,DS_dc1c8cb24c,<br>,"34265844, 34791371",N/A,AlphaFold,AlphaFold is an artificial intelligence created by DeepMind that predicts protein structure from amino acid sequences. AlphaFold has worked with EMBL-EBI to create a publicly available database of structural predictions.,function,N/A,
Aligned genome sequencing reads: <i>P.reichenowi</i> CDC,12/16/2010,Apollo,Chris I. Newbold,Weatherall Institute of Molecular Medicine,"PlasmoDB rel. 24, 2015-APR-14",24,Genetic variation,preiCDC_HTS_SNP_Sanger_PreichenowiCDC_QuerySRA_RSRC,DS_dc734e89d3,<i>Plasmodium reichenowi</i> CDC<br>,25203297,N/A,Chris I. Newbold,Whole genome sequencing of <i>P.reichenowi</i> CDC.,isolates,N/A,
Isolate barcode data,6/13/2008,Apollo,Dyann F. Wirth,"Harvard School of Public Health, Harvard University","PlasmoDB rel. 1.0, 01-JAN-05",0,Genetic variation,pfal3D7_SNPChip_BroadIsolateBarcode_RSRC,DS_dd01ba6e6d,<i>Plasmodium falciparum</i> 3D7<br>,N/A,N/A,Dyann F. Wirth,Isolate genotypes determined using a TaqMan barcode assay.,isolates,N/A,
"eQTL for HB3, Dd2 and 34 progeny",1,Apollo,Michael Ferdig,"Department of Biological Sciences, University of Notre Dame","PlasmoDB rel. 1.0, 01-JAN-05",0,Phenotype,pfal3D7_microarrayExpression_GSE12515_HB3XDD2_RSRC,DS_dd1931c47a,<i>Plasmodium falciparum</i> 3D7<br>,18828674,N/A,Gonzales et al.,"Expression quantitative trait loci (eQTL) determined by genome-wide expression profiling of 
           <i>P. falciparum</i> HB3 (drug sensitive), Dd2 (drug resistant), and 34 progeny of an HB3-Dd2 cross.",transcript_expression,N/A,
<i>Plasmodium vivax</i> PvW1 Genome Sequence and Annotation,6/27/2022,N/A,Julian C. Rayner,University of Cambridge,"PlasmoDB rel. 60, 2022-NOV-09",60,Genomes,pvivPvW1_primary_genome_RSRC,DS_dec5c1afd1,<i>Plasmodium vivax</i> PvW1<br>,34609964,"The <i>Plasmodium vivax</i> PvW1 genome data were generated by an EU-funded collaborative team.  Please cite their original research article, <a href=\https://pubmed.ncbi.nlm.nih.gov/34609964/\"">Minassian et al. 2021</a>"," when using the genome data in a publication.""",Julian C. Rayner,Genome Sequence and Annotation of <i>Plasmodium vivax</i> PvW1,genome,6175
"Combined NIH, Broad, and Sanger SNPs",8/1/2007,Apollo,Dyann F. Wirth,"Harvard School of Public Health, Harvard University","PlasmoDB rel. 1.0, 01-JAN-05",0,Genetic variation,pfal3D7_SNP_combined_Su_Broad_Sanger_gff_RSRC,DS_dfa6016ced,<i>Plasmodium falciparum</i> 3D7<br>,"17159978, 17159979, 17159981",N/A,Dyann F. Wirth,"SNPs generated by combining all SNP data for <i>P. falciparum</i> from the Broad Institute, NIH, and Wellcome Trust Sanger Institute",SNP,N/A,
Genome-wide HP1 occupancy in P berghei schizonts,8/15/2017,Apollo,Richard Bartfai and Till Voss,Radboud University and University of Basel,"PlasmoDB rel. 42, 2019-MAR-07",42,CHIP Seq,pberANKA_Fraschka_Pb_HP1_chipSeq_RSRC,DS_e3365ae3b5,<i>Plasmodium berghei</i> ANKA<br>,29503181,N/A,Fraschka et al.,Genome-wide occupancy of HP1 in <i>P. berghei</i> ANKA schizonts,transcript_expression,N/A,
Agilent-037237 Custom array,1/16/2012,Apollo,Bjorn F. C. Kafsack,University of Michigan,"PlasmoDB rel. 1.0, 01-JAN-05",0,Array Probes,pfal3D7_microarrayPlatform_GPL15130_RSRC,DS_e4cb1722cd,<i>Plasmodium falciparum</i> 3D7<br>,N/A,N/A,Bjorn F. C. Kafsack,Agilent-037237 Custom P.falciparum 3D7 array.,transcript_expression_platform,N/A,
Genome-wide P. vivax long-oligo array (Bozdech),1,Apollo,Zbynek Bozdech,"School of Biological Sciences, Nanyang Technological University","PlasmoDB rel. 1.0, 01-JAN-05",0,Array Probes,pvivP01_microarrayPlatform_ZB_Oligos_RSRC,DS_e599fde19e,<i>Plasmodium vivax</i> P01<br>,N/A,N/A,Zbynek Bozdech,Probe sequences from the <i>P. vivax</i> genome-wide long-oligo array (Bozdech).  GEO platform number GPL6667. Zoom to 20K or less to see the probe glyphs.,transcript_expression_platform,N/A,
<i>Plasmodium vivax</i> PAM Genome Sequence and Annotation,3/11/2023,N/A,Anna Rosanas-Urgell,Institute of Tropical Medicine Antwerp,"PlasmoDB rel. 66, 2023-NOV-28",66,Genomes,pvivPv01-19_primary_genome_RSRC,DS_e66adbb663,<i>Plasmodium vivax</i> PAM<br>,37821878,N/A,Anna Rosanas-Urgell,Genome Sequence and Annotation of <i>Plasmodium vivax</i> PAM,genome,6819,
Isolate genotypes of artemisinin resistance.,8/1/2012,Apollo,Christopher V. Plowe,"Howard Hughes Medical Institute/Center for Vaccine Development, University of Maryland, School of Medicine","PlasmoDB rel. 25, 2015-JUL-23",25,Genetic variation,pfal3D7_SNPChip_SNP_Chip_Artesunate_Resistance_RSRC,DS_e6a853c8e2,<i>Plasmodium falciparum</i> 3D7<br>,23248304,N/A,Christopher V. Plowe,"Genotype calls for ~8,000 SNPs generated from Affymetrix SNP array analysis on 
      samples collected during clinical trials of artesunate and ACTs in Southeast Asia",isolates,N/A,
Sporozoite Maturation Proteome (NF54),3/30/2008,Apollo,Edwin Lasonder,"School of Biomedical and Healthcare Sciences, Plymouth University","PlasmoDB rel. 1.0, 01-JAN-05",0,Protein expression,pfal3D7_massSpec_Lasonder_Mosquito_RSRC,DS_e6f05f79f7,<i>Plasmodium falciparum</i> 3D7<br>,18974882,N/A,Lasonder et al.,"Proteomes depicting sporozoite maturation in the mosquito.  Oocysts, oocyst-derived sporozoites and salivary gland 
 	 sporozoites were collected from mosquitos (<i>Anopheles stephensi</i> Sind-Kasur) after infection with 
 	 <i>P. falciparum</i> NF54 gametocytes.  Complex protein mixtures from each sample were analyzed by 1DE, LC-MS/MS.",protein_expression,N/A,
H2Bv and PfCenH3 Localization,6/28/2011,Apollo,Henk Stunnenberg,"Radboud University Nijmegen, The Netherlands","PlasmoDB rel. 1.0, 01-JAN-05",0,CHIP Seq,pfal3D7_Stunnenberg_H2Bv_CenH3_chipSeq_RSRC,DS_e7194723e0,<i>Plasmodium falciparum</i> 3D7<br>,"22507744, 23320541",N/A,Henk Stunnenberg,"Genome-wide localization (ChIP-Seq) of CenH3 in schizont stage and histone variant H2Bv from 
    three different intraerythrocytic stages.",transcript_expression,N/A,
<i>Plasmodium blacklocki</i> G01 Genome Sequence and Annotation,11/29/2017,Apollo,Thomas Dan Otto,"Institute for Infection, Immunity and Inflammation, University of Glasgow","PlasmoDB rel. 51, 2021-MAR-16",36,Genomes,pblaG01_primary_genome_RSRC,DS_e8c5132b16,<i>Plasmodium blacklocki</i> G01<br>,29784978,N/A,Thomas Dan Otto,Genome Sequence and annotation for <i>Plasmodium blacklocki</i> G01,genome,5382,
<i>Plasmodium falciparum</i> GN01 Genome Sequence and Annotation,4/20/2018,N/A,Matt Berriman,"Wellcome Sanger Institute, Hinxton, UK","PlasmoDB rel. 51, 2021-MAR-16",41,Genomes,pfalGN01_primary_genome_RSRC,DS_e93d27ac3f,<i>Plasmodium falciparum</i> GN01<br>,29862326,N/A,Matt Berriman,Genome Sequence and annotation for <i>Plasmodium falciparum</i> GN01,genome,5600,
"Heat shock response in sensitive mutants (LRR5, DHC)",7/27/2021,Apollo,John Adams,University of South Florida,"PlasmoDB rel. 56, 2022-FEB-15",56,RNASeq,pfal3D7_Pfal3D7_Febrile_temps_RNASeq_ebi_rnaSeq_RSRC,DS_e973eadd57,<i>Plasmodium falciparum</i> 3D7<br>,34315897,N/A,Zhang et al. 2021,RNA-Seq transcriptomes of wild-type and heat shock sensitive mutant clonal lines during normal (37&#8451;) and febrile (41&#8451;) conditions.,transcript_expression,N/A,
Plasmodium chabaudi resequenced strain,5/31/2017,Apollo,Arnab Pain,King Abdullah University of Science and Technology,"PlasmoDB rel. 53, 2021-JUL-21",53,Genetic variation,pchachabaudi_HTS_SNP_Ramaprasad_WGS_Isolates_DNASeq_RSRC,DS_e97975c145,<i>Plasmodium chabaudi</i> chabaudi<br>,33888092,N/A,Ramaprasad et al,"Whole genome resequencing data of <i>Plasmodium chabaudi</i> esekanensis, line EF, isolated in Cameroon.   Data were aligned to the reference genome and used to call single nucleotide polymorphisms.",isolates,N/A,
"Hypnozoite, schizont and blood stage transcriptomes (laser microdissection)",3/3/2017,Apollo,Artur Scherf,Unite de Biologie des Interactions Hote-Parasite,"PlasmoDB rel. 43, 2019-APR-25",43,RNASeq,pcynM_Scherf_Hypno_Schizo_Blood_ebi_rnaSeq_RSRC,DS_e9c1ea4a8d,<i>Plasmodium cynomolgi</i> strain M<br>,28256794,N/A,Cubi et al.,"<i>Plasmodium cynomolgi</i> hypnozoites and schizonts were isolated by laser capture microdissection from 
          infected monkey hepatocytes. These samples were analyzed by RNA‐seq along with RNA extracted from frozen, infected 
          <i>M. fascicularis</i> blood samples.",transcript_expression,N/A,
<i>Plasmodium vinckei</i> vinckei CY Genome Sequence and Annotation,1/30/2019,Apollo,Arnab Pain,King Abdullah University of Science and Technology,"PlasmoDB rel. 53, 2021-JUL-21",53,Genomes,pvinvinckeiCY_primary_genome_RSRC,DS_eab17936f0,<i>Plasmodium vinckei</i> vinckei CY<br>,33888092,N/A,Arnab Pain,Genome Sequence and Annotation of <i>Plasmodium vinckei</i> vinckei CY,genome,5151,
Histone methylation in wild type and pfSETvs knockout,5/14/2013,Apollo,Louis Miller,National Institutes of Health,"PlasmoDB rel. 1.0, 01-JAN-05",0,CHIP Seq,pfal3D7_Jiang_knockouts_chipSeq_RSRC,DS_ecfa21b8b1,<i>Plasmodium falciparum</i> 3D7<br>,23823717,N/A,Jiang et al.,"Localization of histone modification sites (H3K36me3, H3K36me2, H3K4me3, H3K9me3, H3K20me3) in <i>P. falciparum</i> wild type 
    and <i>P. falciparum</i> variant-silencing SET (pfSETvs, PF3D7_1322100) knockouts at 18 and 42 hours post-invasion.",transcript_expression,N/A,
"3D7AH1S2 vs. 3D7S8.4 (ring, trophozite, schizont)",1,Apollo,Bobo Mok,"Parasitology, Karolinska Institutet, MTC","PlasmoDB rel. 1.0, 01-JAN-05",0,DNA Microarray Assay,pfal3D7_microarrayExpression_E-MEXP-128_IsogenicClonesStages_RSRC,DS_ee181c11b8,<i>Plasmodium falciparum</i> 3D7<br>,17196675,N/A,Bobo Mok,Transcriptomes of two isogenic <i>P. falciparum</i> clones (3D7S8.4 and 3D7AH1S2) of distinct adhesive and antigenic phenotypes determined using a <i>P. falciparum</i> 70-mer oligonucleotide microarray.,transcript_expression,N/A,
Intraerythrocytic development cycle transcriptome (2018),4/11/2018,Apollo,Richard Bartfai,"Department of Molecular Biology, Radboud University, ,","PlasmoDB rel. 44, 2019-JUL-02",44,RNASeq,pfal3D7_Bartfai_IDC_2018_ebi_rnaSeq_RSRC,DS_ee861a9187,<i>Plasmodium falciparum</i> 3D7<br>,29649445,N/A,Toenhake et al.,Strand specific RNA-Seq analysis of 8 time points during the <i>P. falciparum</i> 3D7 intraerythrocytic development cycle.,transcript_expression,N/A,
Liver stage hypnozoite vs schizont transcriptomes (primary culture),12/11/2016,Apollo,Thierry Tidiane Diagana,"Novartis Institute for Tropical Diseases, Singapore","PlasmoDB rel. 43, 2019-APR-25",43,RNASeq,pcynM_Voorverg_Liver_HvsS_ebi_rnaSeq_RSRC,DS_eed7a85cbd,<i>Plasmodium cynomolgi</i> strain M<br>,29215331,N/A,Voorverg-van der Wel et al.,Transcriptomic analysis of replicating (schizont) and dormant (hypnozoite) liver stages of <i>Plasmodium cynomolgi</i> determined by RNA-Seq analysis.,transcript_expression,N/A,
Aligned genomic sequence reads - 8 strains,1,Apollo,Dominic Kwiatkowski,Oxford / Wellcome Sanger Institute,"PlasmoDB rel. 1.0, 01-JAN-05",0,Genetic variation,pfal3D7_HTS_SNP_Sanger_HTS_Isolates_QuerySRA_RSRC,DS_eee2886ce5,<i>Plasmodium falciparum</i> 3D7<br>,N/A,N/A,Dominic Kwiatkowski,"Whole genome resequencing data from 8 <i>P. falciparum</i> strains (Dd2 HB3 IT 7G8 CS2 GB4 T9/94 V1/S) were used to call SNPs 
       and determine CNV at the gene and chromosome level.",isolates,N/A,
Oocyst and salivary gland sporozoite transcriptome comparison in P. yoelii yoelii 17XNL,10/31/2019,N/A,Stefan Kappe,Seattle Children’s Research Institute,"PlasmoDB rel. 67, 2024-FEB-21",67,RNASeq,pyoeyoelii17XNL2023_Py17XNL2023_oocyst_sporozoite_Lindner_RNASeq_ebi_rnaSeq_RSRC,DS_f2c92e96c5,<i>Plasmodium yoelii</i> yoelii 17XNL 2023<br>,31673027,N/A,Lindner et al. 2019,"Transcriptomic analysis of <i>Plasmodium yoelii</i> yoelii 17XNL salivary gland sporozoites and oocyst sporozoites by RNA sequencing. Data are aligned to <a href=\/a/app/record/dataset/TMPTX_pyoeyoelii17XNL2023\""><i>Plasmodium yoelii</i> yoelii 17XNL 2023 Genome Sequence and Annotation</a>""",transcript_expression,N/A,
<i>Plasmodium berghei</i> ANKA Genome Sequence and Annotation,9/1/2020,Apollo,GeneDB,"GeneDB, Wellcome Sanger Institute","PlasmoDB rel. 9.0, 2012-MAY-18",0,Genomes,pberANKA_primary_genome_RSRC,DS_f2d80510c7,<i>Plasmodium berghei</i> ANKA<br>,"25359557, 27851824",N/A,GeneDB,Genome sequence and annotation for <i>Plasmodium berghei</i> ANKA  (Parasite Genomics Group at the Wellcome Trust Sanger Institute),genome,5254,
<i>Plasmodium falciparum</i> SN01 Genome Sequence and Annotation,4/20/2018,N/A,Matt Berriman,"Wellcome Sanger Institute, Hinxton, UK","PlasmoDB rel. 51, 2021-MAR-16",41,Genomes,pfalSN01_primary_genome_RSRC,DS_f307cb349b,<i>Plasmodium falciparum</i> SN01<br>,29862326,N/A,Matt Berriman,Genome Sequence and annotation for <i>Plasmodium falciparum</i> SN01,genome,5592,
Schizont Phosphoproteome (3D7)(2011),10/22/2011,Apollo,Andrew Tobin,"Department of Cell Physiology and Pharmacology, University of Leicester","PlasmoDB rel. 1.0, 01-JAN-05",0,Protein expression,pfal3D7_massSpec_Tobin_Phosphoproteome_RSRC,DS_f512061797,<i>Plasmodium falciparum</i> 3D7<br>,22127061,N/A,Solyakov et al.,Global phosphoproteome of the late schizont stage of <i>P. falciparum</i> 3D7.,protein_expression,N/A,
Phylogenetic profiles for <i>P. falciparum</i> and  <i>P. yoelii</i>,N/A,Apollo,Shailesh Date,University of Pennsylania,"PlasmoDB rel. 1.0, 01-JAN-05",0,Orthology and synteny,_phylogeny_phylogeneticProfiles_RSRC$,DS_f60aab36a5,<i>Plasmodium falciparum</i> 3D7<br><i>Plasmodium yoelii</i> yoelii 17XNL<br>,10200254,N/A,Shailesh Date,"Phylogenetic profiles based on the presence or absence of all known <i>P. falciparum</i> and  
<i>P. yoelii</i> ORFs in 164 (for P.f) and 195(P.y) completely sequenced genomes were calculated.",orthology,N/A,
Liver stage proteomes aligned to Pyoe yoelii 17XNL 2023,7/18/2008,N/A,Stefan Kappe,Seattle Children’s Research Institute,"PlasmoDB rel. 1.0, 01-JAN-05",0,Protein expression,pyoeyoelii17XNL2023_massSpec_LiverStage_Kappe2023_RSRC,DS_f74fa613d9,<i>Plasmodium yoelii</i> yoelii 17XNL 2023<br>,18172196,N/A,Tarun et al.,Proteomes of <i>P yoeli</i> 17NXL parasites isolated from infected mice at 40 and 50 hours post-infection.,protein_expression,N/A,
Oocyst sporozoite global proteome in Pyoe yoelii 17XNL 2023,10/31/2019,N/A,Robert Moritz,Institute for Systems Biology,"PlasmoDB rel. 67, 2024-FEB-21",67,Protein expression,pyoeyoelii17XNL2023_massSpec_Lindner_Oocyst_Sali2023_RSRC,DS_f7d12be92e,<i>Plasmodium yoelii</i> yoelii 17XNL 2023<br>,31673027,N/A,Lindner and Swearingen et al.,Proteomic analysis of <i>Plasmodium yoelii</i> oocyst sporozoites.,protein_expression,N/A,
Agilent-031544 Custom array,1,Apollo,Masao Yuda,Mie University,"PlasmoDB rel. 1.0, 01-JAN-05",0,Array Probes,pberANKA_microarrayPlatform_Agilent-031544_RSRC,DS_f7de2ab351,<i>Plasmodium berghei</i> ANKA<br>,N/A,N/A,Masao Yuda,Agilent-031544 Custom Plasmodium berghei str. ANKA array.,transcript_expression_platform,N/A,
Scripps Malaria GeneChip Probe Sequences,1.0_pfal3D7,Apollo,Elizabeth Winzeler,The Scripps Research Institute,"PlasmoDB rel. 1.0, 01-JAN-05",0,Array Probes,pfal3D7_microarrayPlatform_Affy-scrMalaria_RSRC,DS_f82fa61386,<i>Plasmodium falciparum</i> 3D7<br>,12893887,N/A,Elizabeth Winzeler,"Probe sequences for the Scripps Malaria GeneChip, a custom microarray platform for <i>P. falciparum</i>. Zoom to 20K or less to see the probe glyphs.",transcript_expression_platform,N/A,
Aligned genomic sequence reads (cloned insert ends),8/1/2007,Apollo,Dyann F. Wirth,"Harvard School of Public Health, Harvard University","PlasmoDB rel. 1.0, 01-JAN-05",0,"Sequence sites, features and motifs",pfal3D7_Broad_SNP_coverage_clonedInsertEnds_RSRC,DS_f8badfed23,<i>Plasmodium falciparum</i> 3D7<br>,N/A,N/A,Dyann F. Wirth,"Broad SNP coverage, 2008-05-20",aligned_sequence,N/A,
Long Read RNA for P. falciparum,12/6/2022,Apollo,Philip J. Shaw,"National Center for Genetic Engineering and Biotechnology (BIOTEC), National Science and Technology Development Agency (NSTDA), Pathum Thani, Thailand","PlasmoDB rel. 62, 2023-MAR-09",62,"Sequence sites, features and motifs",pfal3D7_PhilipShaw_LongReadRNA_GFF_RSRC,DS_f8f0c13394,<i>Plasmodium falciparum</i> 3D7<br>,36331983,N/A,Philip J. Shaw,Total and nuclear-fractionated RNA from intra-erythrocytic stages were enriched for 5' capped mRNA and sequenced with PacBio and Nanopore methods.,feature,N/A,
A spatiotemporally resolved single cell atlas of the Plasmodium liver stage - Parasite Only,4/24/2023,Apollo,Shalev Itzkovitz,"Department of Molecular Cell Biology, Weizmann Institute of Science","PlasmoDB rel. 64, 2023-JUL-12",64,scRNA-Seq,pberANKA_afriat_plasmo_cellxgene_RSRC,DS_f9d0d0082d,<i>Plasmodium berghei</i> ANKA<br>,36352220,N/A,Afriat et al.,"A spatiotemporally resolved single cell atlas of the Plasmodium liver stage:
To study the liver stage of the rodent malaria parasite Plasmodium berghei, we molecularly characterized thousands of infected and uninfected hepatocytes in different time points and inferred their spatial coordinates, thus enabling us to characterize the host’s and parasite’s temporal expression programs in a zonally-controlled manner. This dataset contains only cells from <i>Plasmodium berghei</i>, subset from the host cells and reclustered.",transcript_expression,N/A,
A spatiotemporally resolved single cell atlas of the Plasmodium liver stage - Host and Parasite,4/24/2023,Apollo,Shalev Itzkovitz,"Department of Molecular Cell Biology, Weizmann Institute of Science","PlasmoDB rel. 64, 2023-JUL-12",64,scRNA-Seq,pberANKA_afriat_combined_cellxgene_RSRC,DS_fa220f10ed,<i>Plasmodium berghei</i> ANKA<br>,36352220,N/A,Afriat et al.,"A spatiotemporally resolved single cell atlas of the Plasmodium liver stage:
To study the liver stage of the rodent malaria parasite Plasmodium berghei, we molecularly characterized thousands of infected and uninfected hepatocytes in different time points and inferred their spatial coordinates, thus enabling us to characterize the host’s and parasite’s temporal expression programs in a zonally-controlled manner. This dataset contains both host hepatocytes and <i>Plasmodium berghei</i> cells.",transcript_expression,N/A,
Single-cell RNA-Seq of sporozoites from A stephensi midguts and salivary glands,8/16/2022,Apollo,Anthony A Ruberto,"Center for Tropical and Emerging Global Diseases, University of Georgia, Athens, Georgia, USA","PlasmoDB rel. 59, 2022-AUG-30",59,scRNA-Seq,pberANKA_ruberto_cellxgene_RSRC,DS_fb223f7997,<i>Plasmodium berghei</i> ANKA<br>,33619283,N/A,Ruberto et al.,Single cell RNA-Seq analysis of bloodstream  <i>Plasmodium berghei</i> sporozoites derived from the midguts and salivary glands of <i>Anopheles stephensi</i> mosquitoes,transcript_expression,N/A,
Gene Ontology,11/16/2021,N/A,GO Consortium,N/A,"PlasmoDB rel. 1.0, 01-JAN-05",0,Ontology,GO_RSRC,DS_fba620f00d,<br>,10802651,N/A,GO Consortium,GO annotations from The GO Consortium,function,N/A,
"Temporal pattern of H2A.Z, H3 and H3 modifications during asexual life cycle",12/11/2020,Apollo,Michael F.Duffy,University of Melbourne,"PlasmoDB rel. 51, 2021-MAR-16",51,CHIP Seq,pfal3D7_Duffy_Asexual_Cycle_chipSeq_RSRC,DS_fc3ee3e04e,<i>Plasmodium falciparum</i> 3D7<br>,33225957,N/A,Tang et al.,"Epigenetic analysis of H2A.Z, H3, H3K18ac, H3K27ac, and H3K4me1 during the asexual life cycle - rings, schizonts and trophozoites.",transcript_expression,N/A,
WGS of Patient Isolates from Peru,9/20/2022,Apollo,Anna Rosanas-Urgell,Institute of Tropical Medicine Antwerp,"PlasmoDB rel. 65, 2023-SEP-14",65,Genetic variation,pvivP01_HTS_SNP_Peruvian_isolates_RSRC,DS_fc9240d8f0,<i>Plasmodium vivax</i> P01<br>,36250048,N/A,De Meulenaere et al. 2022,Whole genome sequencing of 16 <i>Plasmodium vivax</i> isolates from pateints in Peru.,isolates,N/A,
Intraerythrocytic development cycle transcriptome (2019),7/30/2019,Apollo,Tim W Gilberger,Bernhard Nocht Institute for Tropical Medicine,"PlasmoDB rel. 51, 2021-MAR-16",51,RNASeq,pfal3D7_Wichers_Intraerythrocytic_Cycle_ebi_rnaSeq_RSRC,DS_fe2b5a278f,<i>Plasmodium falciparum</i> 3D7<br>,31363031,N/A,Wichers et al. 2019,"Blood-stage <i>Plasmodium falciparum</i> transcriptome determined by RNA-Seq analysis at 8 developmental stages including young ring stage (8 hpi), late ring stage/early trophozoite (16 hpi), mid-age trophozoite (24 hpi), late trophozoite (32 hpi), early schizont (40 hpi), schizont (44 hpi), late schizont (48 hpi) and purified merozoites (0 hpi). (paired end, unstranded Illumina HiSeq 4000)",transcript_expression,N/A,
WGS of Plasmodium vivax on the China-Myanmar border,8/11/2020,Apollo,Liwang Cui,University of South Florida,"PlasmoDB rel. 53, 2021-JUL-21",53,Genetic variation,pvivP01_HTS_SNP_Brashear_WGS_Field_Isolates_RSRC,DS_fe928edc5c,<i>Plasmodium vivax</i> P01<br>,"32745103, 32849480",N/A,Brashear AM et al.,Whole genome sequencing on 23 samples of <i>Plasmodium vivax</i> on the China-Myanmar Border.,isolates,N/A,
Aligned genomic sequencing reads: <i>P. falciparum</i> 3D7,11/26/2015,Apollo,Ulrike Boehme,Wellcome Sanger Institute,"PlasmoDB rel. 29, 2016-OCT-12",29,Genetic variation,preiCDC_HTS_SNP_Sanger_Pfalciparum3D7_QuerySRA_RSRC,DS_fe9f5bc9d1,<i>Plasmodium reichenowi</i> CDC<br>,N/A,N/A,Ulrike Boehme,Whole genome sequencing of <i>P. falciparum</i> 3D7,isolates,N/A,
Transcriptome of Bromodomain protein conditional knockouts over the IDC,6/10/2015,Apollo,Michael F.Duffy,University of Melbourne,"PlasmoDB rel. 49, 2020-NOV-05",49,DNA Microarray Assay,pfal3D7_microarrayExpression_Josling_BDP_IDC_RSRC,DS_fef2fd0098,<i>Plasmodium falciparum</i> 3D7<br>,26067602,N/A,Josling et al. 2015,Whole genome expression profiling across the asexual life cycle in PfBDP1 knockdown malaria parasites determined by microarray,transcript_expression,N/A,
