Data Set,Data Set Version,Apollo,Contact,Contact institution,Release # and date,Build Number Introduced,Category,Data Set Name,dataset_id,Organism(s) (source or reference),Publications,Release Policy,Short Attribution,Summary,Type,Genes,
Single-cell transcriptomic analysis of bloodstream Trypanosoma brucei: wild-type only,8/16/2022,Apollo,Emma M Briggs,"Institution for Immunology and Infection Research, University of Edinburgh, Edinburgh, UK","TriTrypDB rel. 59, 2022-AUG-30",59,scRNA-Seq,tbruTREU927_briggs_wt_cellxgene_RSRC,DS_f1e2820e3c,<i>Trypanosoma brucei</i> brucei TREU927<br>,34489460,N/A,Briggs et al.,Single cell transcriptomic analysis of bloodstream  <i>Trypanosoma brucei</i> reconstructs cell cycle progression and devlopmental quorum sensing.,transcript_expression,N/A,
<i>Trypanosoma cruzi</i> TCC Genome Sequence and Annotation,5/30/2018,N/A,Carlos Robello,"Institut Pasteur de Montevideo, Montevideo, Uruguay","TriTrypDB rel. 52, 2021-MAY-20",42,Genomes,tcruTCC_primary_genome_RSRC,DS_f35827c3d2,<i>Trypanosoma cruzi</i> TCC<br>,29708484,N/A,Carlos Robello,Genome sequence and annotation for <i>Trypanosoma cruzi</i> TCC sequenced with PacBio Single Molecule Real-Time technology and Illumina methods.,genome,29302,
TbruceiEATRO UTRs to Tbrucei 927,6/13/2023,Apollo,Isabel Roditi,"Institute of Cell Biology, University of Bern, Switzerland","TriTrypDB rel. 65, 2023-SEP-14",65,"Sequence sites, features and motifs",tbruTREU927_EATROAnnotationLift2Tb927_GFF_RSRC,DS_f8bd0e6ca0,<i>Trypanosoma brucei</i> brucei TREU927<br>,34543277,N/A,Isabel Roditi,mapping TbruceiEATRO annotation to Tbrucei TREU927,feature,N/A,
<i>Trypanosoma cruzi</i> CL Brener Non-Esmeraldo-like Genome Sequence and Annotation,12/7/2015,N/A,GeneDB,"GeneDB, Wellcome Sanger Institute","TriTrypDB rel. 9.0, 2015-JAN-14",0,Genomes,tcruCLBrenerNon-Esmeraldo-like_primary_genome_RSRC,DS_f8bddf3a97,<i>Trypanosoma cruzi</i> CL Brener Non-Esmeraldo-like<br>,"16020725, 19486522",N/A,GeneDB,Genome sequence and annotation for the non-Esmeraldo haplotype of <i>Trypanosoma cruzi</i> CL Brener.,genome,11106,
Procyclic and bloodstream form transcriptomes and ribosome profiling,2014-05-24_gus4,Apollo,Marilyn Parsons,Seattle Biomedical Research Institute,"TriTrypDB rel. 9.0, 2015-JAN-14",23,RNASeq,tbruTREU927_Gowthaman_mRNA_ebi_rnaSeq_RSRC,DS_f8e525f9b0,<i>Trypanosoma brucei</i> brucei TREU927<br>,25331479,N/A,Jensen et al.,"Ribosome profiling and mRNA-Seq in animal-derived 
    slender bloodstream forms (<i>T. brucei</i> 927) and insect midgut cultured procyclic forms
    (<i>T. brucei</i> Lister 427).",transcript_expression,N/A,
Procyclic form Mitochondrial Proteome (TREU927),12/17/2008,Apollo,Ken Stuart,"Center for Infectious Disease Research, Seattle","TriTrypDB rel. 1.0, 01-JAN-05",0,Protein expression,tbruTREU927_massSpec_Procyclic_Form_RSRC,DS_f9aa1beb37,<i>Trypanosoma brucei</i> brucei TREU927<br>,19105172,N/A,Panigrahi et al.,Proteome of <i>T. brucei</i> TREU927 procyclic form mitochondrial enriched fraction.,protein_expression,N/A,
"Fractionated Mitochondrial Membrane and ER Proteomes (427, 29-13)",12/6/2012,Apollo,Andre Schneider,"Department of Chemistry and Biochemistry, University of Bern","TriTrypDB rel. 8.0, 2014-MAY-08",21,Protein expression,tbruTREU927_massSpec_Niemann_Mitochondrial_Outer_Membrane_Proteome_RSRC,DS_faf160966c,<i>Trypanosoma brucei</i> brucei TREU927<br>,23221899,N/A,Niemann et al.,"Protein composition of <i>Trypanosoma brucei</i> mitochondrial membrane and
    endoplasmic reticulum fractions",protein_expression,N/A,
Aligned genomic sequence reads - strain MHOMPA94PSC-1,1/15/2015,Apollo,Alejandro Llanes,Instituto de Investigaciones Cientícas y Servicios de Alta Tecnologg,"TriTrypDB rel. 1.0, 01-JAN-05",0,Genetic variation,lpanMHOMCOL81L13_HTS_SNP_LpanMHOMPA94PSC-1_RSRC,DS_fb16715569,<i>Leishmania panamensis</i> MHOM/COL/81/L13<br>,25707621,N/A,Alejandro Llanes,"Whole genome resequencing data from  <i>Leishmania panamensis </i> MHOMPA94PSC-1 were used to call SNPs
       and determine CNV at the gene and chromosome level.",isolates,N/A,
Gene Ontology,11/16/2021,N/A,GO Consortium,N/A,"TriTrypDB rel. 1.0, 01-JAN-05",0,Ontology,GO_RSRC,DS_fba620f00d,<br>,10802651,N/A,GO Consortium,GO annotations from The GO Consortium,function,N/A,
<i>Trypanosoma melophagium</i> St. Kilda Genome Sequence and Annotation,2/8/2022,Apollo,Keith R. Matthews,University of Edinburgh,"TriTrypDB rel. 60, 2022-NOV-09",60,Genomes,tmelStKilda_primary_genome_RSRC,DS_fd5e334a3a,<i>Trypanosoma melophagium</i> St. Kilda<br>,35373253,N/A,Keith R. Matthews,Genome Sequence and Annotation of <i>Trypanosoma melophagium</i> St. Kilda.,genome,9768,
Transcriptome during RNAi knockdown of Orc1/Cdc6,2012-07-26_gus4,Apollo,Richard McCulloch,The Wellcome Centre for Integrative Parasitology,"TriTrypDB rel. 8.0, 2014-MAY-08",21,RNASeq,tbruTREU927_Dickens_ORC1_RNAi_Knockdown_rnaSeq_RSRC,DS_fd84c79a71,<i>Trypanosoma brucei</i> brucei TREU927<br>,22840408,N/A,Tiengwe et al.,"Transcriptome of <i>T. brucei</i> TREU927 during RNAi knockdown of Orc1/Cdc6, a replication initiator.",transcript_expression,N/A,
<i>Trypanosoma evansi</i> strain STIB 805 Genome Sequence and Annotation,10/15/2021,Apollo,Achim Schnaufer,University of Edinburgh,"TriTrypDB rel. 9.0, 2015-JAN-14",19,Genomes,tevaSTIB805_primary_genome_RSRC,DS_fdeb6dc001,<i>Trypanosoma evansi</i> strain STIB 805<br>,25568942,N/A,Achim Schnaufer,<i>T. evansi</i> STIB 805 Sequence and Annotation,genome,10104,
Transcriptome during Infection in Human Fibroblasts (CLBrener aligned),4/5/2016,N/A,Barbara Burleigh,Harvard T.H. Chan School of Public Health,"TriTrypDB rel. 34, 2017-SEP-07",34,RNASeq,tcruCLBrener_Li_Transcriptome_Remodeling_ebi_rnaSeq_RSRC,DS_ff873a7cbe,<i>Trypanosoma cruzi</i> strain CL Brener<br>,27046031,N/A,Li et al.,"Transcriptome of <i>T. cruzi</i> Y strain during infection of human cells
       mapped against <i>T. cruzi</i> CL Brener.",transcript_expression,N/A,
