Data Set,Data Set Version,Contact,Contact institution,Release # and date,Build Number Introduced,Category,Data Set Name,dataset_id,Organism(s) (source or reference),Publications,Short Attribution,Summary,Type,VEuPathDB Project,Genes,,,,
<i>Ixodes persulcatus</i> Iper-2018 Genome Sequence and Annotation,12/22/2020,FangQing Zhao,"Computational Genomics Lab, Beijing Institutes of Life Science, Chinese Academy of Sciences, Beijing 100101, P.R. China","VEuPathDB rel. 67, 2024-FEB-21",62,Genomes,iperIper2018_primary_genome_RSRC,DS_2349441a50,<i>Ixodes persulcatus</i> Iper-2018<br>,32814014,FangQing Zhao,Genome Sequence and Annotation of <i>Ixodes persulcatus</i> Iper-2018,genome,VectorBase,28510,,,,
Infected erythrocytes from patient blood sample,8/11/2009,Utpal S. Tatu,"Indian Institute of Science, Bangalore","EuPathDB rel. 1.0, 01-JAN-05",0,Protein expression,pvivP01_massSpec_Tatu_Clinical_RSRC,DS_234a94edb9,<i>Plasmodium vivax</i> P01<br>,21136953,Acharya et al.,"Parasite-infected erythrocytes were colleced/enriched from a human blood sample. Protein preparations from the lysed infected erythrocytes 
      were analyzed by 1DE, LC-MS/MS. Presented here are the <i>P. vivax</i> samples.",protein_expression,PlasmoDB,N/A,,,,
Transcriptome or Gene expression (aligned to Indian  strain),20-Jan,Changhe Wei,smjx ltd.,"VEuPathDB rel. 47, 2020-APR-07",47,RNASeq,asteIndian_SRP099378_ebi_rnaSeq_RSRC,DS_2383c50ae3,<i>Anopheles stephensi</i> Indian<br>,28851458,Changhe Wei,We conducted a genome-wide transcriptomic profile analysis of <i>Anopheles stephensi</i> following infection of rats with drug-resistant and drug-sensitive <i>Plasmodium yoelii</i> strains.,transcript_expression,VectorBase,N/A,,,,
Temephos Resistance in Aedes aegypti in Colombia Compromises Dengue Vector Control,6/10/2016,Nelson Grisales,"Department of Vector Biology, Liverpool School of Tropical Medicine, Liverpool, United Kingdom,Grupo de Biología y Control de Enfermedades Infecciosas, Universidad de Antioquia, Medellín, Colombia","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000130_RSRC,DS_2391af765b,<br>,24069492,Nelson Grisales,"This paper characterizes the underlying mechanisms and estimates the operational impact of this resistance in Cucuta, Colombia, using larval bioassays, biochemical assays and partial sequencing of ace-1. (MapVEu VBP0000130)",population_biology, ,N/A,,,,
Gametocytes vs 2 Asexual Stages,2015-02-15_gus4,Nicholas C. Smith,"Research School of Biology, Australian National University, Canberra","VEuPathDB rel. 57, 2022-APR-21",57,RNASeq,etenHoughton2021_Walker_gametocytes_ebi_rnaSeq_RSRC,DS_23a405863a,<i>Eimeria tenella</i> Houghton 2021<br>,25765081,Walker et al.,"Tanscriptomes of <i>Eimeria tenella</i> Houghton gametocytes 
      compared to sporozoites and merozoites determined by RNA-Seq",transcript_expression,ToxoDB,N/A,,,,
Life Cycle Transcriptome of the Malaria Mosquito Anopheles Gambiae and Comparison With the Fruitfly Drosophila Melanogaster,5/2/2014,George K. Christophides,"Division of Cell and Molecular Biology, Faculty of Natural Sciences, Imperial College London, London, United Kingdom","VEuPathDB rel. 48, 2020-AUG-27",48,DNA Microarray Assay,agamPEST_microarrayExpression_E-TABM-186_adult-female-tissues_RSRC,DS_23bfbb5021,<i>Anopheles gambiae</i> PEST<br>,17563388,Koutsos et al.,"Transcriptional programs associated with adult tissue-specific patterns in the female head, midgut, ovaries, and carcass.",transcript_expression,VectorBase,N/A,,,,
Transcriptome analysis of an insecticide resistant strain,20-Jan,Khalid Mahmood,"Agro-ecology, Aarhus University","VEuPathDB rel. 47, 2020-APR-07",47,RNASeq,mdomaabys_SRP054976_ebi_rnaSeq_RSRC,DS_23c3f0c70f,<i>Musca domestica</i> aabys<br>,27019205,Mahmood et al.,"Transcriptome analysis of an insecticide resistant strain 791spin,  which sf is the spinosad-selected strain derived from 791a, a laboratory strain derived from a multi-resistant field-collected sample of houseflies.",transcript_expression,VectorBase,N/A,,,,
mRNA Decay in Bloodstream and Procyclic Forms,2014-03-18_gus4,Christine Clayton,University of Heidelberg,"VEuPathDB rel. 30, 2017-FEB-03",30,Immunology,tbruTREU927_RNASeq_Clayton_mRNADegradation_halfLife_RSRC,DS_23cf1041d8,<i>Trypanosoma brucei</i> brucei TREU927<br>,25145465,Fadda et al.,mRNA decay in <i>T. brucei</i> TREU 927 bloodstream and procyclic forms assayed by mRNA-Seq,generic_profiles,TriTrypDB,N/A,,,,
Insecticide susceptibility status of Aedes aegypti (Diptera : Culicidae) from Townsville,8/6/2014,D.V. Canyon,N/A,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000080_RSRC,DS_23db680edf,<br>,N/A,D.V. Canyon,Insecticide resistance study imported from IRBase. (MapVEu VBP0000080),population_biology, ,N/A,,,,
Mosquito surveillance from 2019-01-27 to 2019-03-25 by BG-Counter smart traps owned by Collier Mosquito Control District.,3/29/2019,Keira Lucas,Collier Mosquito Control District,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000442_RSRC,DS_23e505b32b,<br>,N/A,Keira Lucas,Mosquito surveillance from 2019-01-27 to 2019-03-25 by BG-Counter smart traps owned by Collier Mosquito Control District. (MapVEu VBP0000442),population_biology, ,N/A,,,,
Rat brain primary cells transcriptome during infection with T. gondii,10/11/2021,Mathieu Gissot,Institut Pasteur de Lille,"VEuPathDB rel. 57, 2022-APR-21",57,RNASeq,rnorBNNHsdMcwi_rnorBN_NHsdMcwi_brain_infection_RNASeq_ebi_rnaSeq_RSRC,DS_23f5fa7e60,<i>Rattus norvegicus</i> BN/NHsdMcwi<br>,34610266,Mouveaux et al. 2021,"Rat primary brain cells transcriptome response to T. gondii infection during parasite spontaneous differentiation. Triplicate RNA samples of infected primary CNS cell culture at 1d, 2d, 4d, 7d, and 14d post-infection, as well as uninfected controls.",transcript_expression,HostDB,N/A,,,,
<i>Aspergillus luchuensis</i> CBS 106.47 Genome Sequence and Annotation,12/12/2016,Ronald P. de Vries,Westerdijk Fungal Biodiversity Institute,"VEuPathDB rel. 51, 2021-MAR-16",33,Genomes,alucCBS106.47_primary_genome_RSRC,DS_24360ca645,<i>Aspergillus luchuensis</i> CBS 106.47<br>,28196534,Ronald P. de Vries,Genome sequence and annotation for <i>Aspergillus luchuensis</i> CBS 106.47,genome,FungiDB,13784,,,,
Transcriptomics analysis of cells in capsule inducing and non-inducing conditions,2012-01-01_gus4,Tamara L. Doering,"Washington University School of Medicine, St. Louis","VEuPathDB rel. 21, 2014-MAY-08",21,RNASeq,cneoH99_Haynes_CapsuleRegulation_ebi_rnaSeq_RSRC,DS_24387c57d1,<i>Cryptococcus neoformans</i> var. grubii H99<br>,22174677,Haynes et al. 2011,"<i>C. neoformans</i> var. <i>grubii</i> H99 data from Brian Haynes et al. from Doering Lab at Washington University Medical School on ada2&#916;, nrg1&#916;, and cir1&#916; mutant KN99&#593; vs wild-type expression.",transcript_expression,FungiDB,N/A,,,,
RNA-seq of mycelial cultures of Dhox7 and Dmst12,8/11/2021,Nick Talbot,"The Sainsbury Laboratory, UK","VEuPathDB rel. 66, 2023-NOV-28",66,RNASeq,mory70-15_Oses-Ruiz_mycelial_2021_ebi_rnaSeq_RSRC,DS_24393028be,<i>Pyricularia oryzae</i> 70-15<br>,36913579,Osés-Ruiz et al. 2021,Mycelial cultures of Dhox7 and Dmst12,transcript_expression,FungiDB,N/A,,,,
Monomethylarginine Proteomics (RH),1/31/2017,Kami Kim,University of South Florida,"VEuPathDB rel. 36, 2018-FEB-19",36,Protein expression,tgonME49_massSpec_Yakubu_ArginineMonomethylation_RSRC,DS_243bc178f0,<i>Toxoplasma gondii</i> ME49<br>,28143887,Yakubu et al.,<i>Toxoplasm gondii</i> RH monomethylarginine proteomics of the tachyzoite stage aligned to <i>T gondii</i> ME49.,protein_expression,ToxoDB,N/A,,,,
Fresh whole blood infected with Candida parapsilosis,10/2/2018,Patricia Sieber,"Department of Bioinformatics, Faculty of Biological Sciences, Friedrich Schiller University, Jena, Germany","VEuPathDB rel. 49, 2020-NOV-05",49,RNASeq,hsapREF_Kaemmer_Blood_Parapsilosis_ebi_rnaSeq_RSRC,DS_243c5c551b,<i>Homo sapiens</i> REF<br>,30333805,Sieber et al. 2019,<i>Homo sapiens</i> fresh whole blood was infected with <i>Candida parapsilosis</i>.,transcript_expression,HostDB,N/A,,,,
WHO cone bio-assays of classical and new-generation long-lasting insecticidal nets call for innovative insecticides targeting the knock-down resistance mechanism in Benin,4/20/2017,Marius Allossogbe,Centre de Recherche Entomologique de Cotonou (CREC) and Université d’Abomey-Calavi,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000167_RSRC,DS_247e3dfc38,<br>,N/A,Marius Allossogbe,"The study occurred in seven cities in Benin, Abomey, Cotonou, Porto-Novo, Zangnanado, Parakou, Malanville and Tangui&#233;ta, and included ten locations selected on a north-south transect. Mosquito larvae were collected from these sites, and adult females from these larvae were exposed to single-pyrethroid-treated nets (LifeNet, PermaNet 2.0, Olyset Net) and bi-treated nets (PermaNet 3.0 and Olyset Plus) based on their level of resistance and using WHO cone tests following WHO guidelines. (MapVEu VBP0000167)",population_biology, ,N/A,,,,
Transcriptional analysis of sorted subpopulations of mouse macrophages infected with C. albicans,3/12/2018,Christina Cuomo,"The Broad Institute of Harvard and MIT, USA","VEuPathDB rel. 45, 2019-SEP-05",45,RNASeq,mmusC57BL6J_Munoz_Candida_albicans_infection_ebi_rnaSeq_RSRC,DS_2485e50da3,<i>Mus musculus</i> C57BL6J<br>,30962448,Munoz et al.,C57BL6J macrophages were infected with the CAI4 strain of <i>Candida albicans</i>,transcript_expression,HostDB,N/A,,,,
<i>Rhizophagus irregularis</i> DAOM 181602=DAOM 197198 Genome Sequence and Annotation,12/2/2021,Nicolas Corradi,University of Ottawa,"VEuPathDB rel. 66, 2023-NOV-28",44,Genomes,rirrDAOM181602_primary_genome_RSRC,DS_248d79bc8e,<i>Rhizophagus irregularis</i> DAOM 181602=DAOM 197198<br>,34747029,Nicolas Corradi,Genome sequence and annotation for <i>Rhizophagus irregularis</i> DAOM 181602=DAOM 197198.,genome,FungiDB,26634,,,,
Transcriptome during encystation and excystation,2013-03-13_gus4,Upinder Singh,"Departments of Internal Medicine and Microbiology and Immunology, Stanford University School of Medicine","VEuPathDB rel. 20, 2014-FEB-03",20,RNASeq,einvIP1_Singh_Encyst_Excyst_ebi_rnaSeq_RSRC,DS_249b0318fa,<i>Entamoeba invadens</i> IP1<br>,23889909,Ehrenkaufer et al.,"RNA-Seq analysis of transcriptional changes during the complete developmental 
           cycle of <i>E. invadens</i> (encystation and excystation).",transcript_expression,AmoebaDB,N/A,,,,
Colony and field mosquitoes exposed to permethrin,3/20/2019,Liverpool School of Tropical Medicine,Liverpool School of Tropical Medicine,"VEuPathDB rel. 61, 2022-DEC-15",61,RNASeq,afunidAnoFuneDA416_04_ERP106167_ebi_rnaSeq_RSRC,DS_24aab0a2b5,<i>Anopheles funestus</i> AfunGA1<br>,30894503,Weedall et al 2019,<i>Anopheles funestus</i> (sensu stricto) RNA-Seq,transcript_expression,VectorBase,N/A,,,,
Comparative phosphoproteomes of bloodstream  and procyclic forms (T.b. 427),1,Michael Urbaniak,University of Dundee,"VEuPathDB rel. 20, 2014-FEB-03",20,Protein expression,tbruTREU927_massSpec_Urbaniak_BSF_PCF_PhosphoProteomics_RSRC,DS_24b68cb68a,<i>Trypanosoma brucei</i> brucei TREU927<br>,23485197,Urbaniak et al.,Comparative phosphoproteomes of <i>T. brucei</i> 427 bloodstream and procyclic forms,protein_expression,TriTrypDB,N/A,,,,
WGS of Pfal isolates from French Guiana during a period of malaria decline (single-end),8/3/2016,Daniel E. Neafsey,"Harvard University & BROAD Institute, Cambridge, MA, USA","VEuPathDB rel. 63, 2023-MAY-03",63,Genetic variation,pfal3D7_HTS_SNP_Neafsey_malaria_decline_Single_RSRC,DS_24c55944e8,<i>Plasmodium falciparum</i> 3D7<br>,35867831,Early et al. 2022,Whole genome sequencing (single-end) of 3 <i>P. falciparum</i> isolates (blood or culture) from patients. Samples were collected between 1998 and 2015.,isolates,PlasmoDB,N/A,,,,
Transcriptomic analysis of wild type and GCN5-deficient Candida albicans cells prior to and after treatment with caspofungin,7/1/2019,Neeraj Chauhan,"Public Health Research Institute, New Jersey Medical School, Rutgers The State University of New Jersey","VEuPathDB rel. 56, 2022-FEB-15",56,RNASeq,calbSC5314_Shivarathri_2019_Calb_ebi_rnaSeq_RSRC,DS_24f03e74c5,<i>Candida albicans</i> SC5314<br>,31263212,Shivarathri et al. 2019,Gcn5 Controls Virulence of the Human Fungal Pathogen Candida albicans through Multiple Regulatory Networks,transcript_expression,FungiDB,N/A,,,,
Developmental Transcriptome,20-Jan,Omar S. Akbari,"Division of Biology,California Institute of Technology","VEuPathDB rel. 47, 2020-APR-07",47,RNASeq,aaegLVP_AGWG_SRP026319_ebi_rnaSeq_RSRC,DS_24f2db6f66,<i>Aedes aegypti</i> LVP_AGWG<br>,23833213,Akbari et al 2013,"We characterized mRNA expression at 34 distinct time points throughout <i>Aedes aegypti </i>development, including adult somatic and germline tissues, by using polyA+ RNA-seq.",transcript_expression,VectorBase,N/A,,,,
"Mosquito surveillance in Uganda by PRISM ICEMR group, 2015-2017",4/18/2018,Grant Dorsey,"Department of Medicine, San Francisco General Hospital, University of California, San Francisco, San Francisco, California, United States of America","VEuPathDB rel. 62, 2023-MAR-09",47,N/A,ISATab_VBP0000267_RSRC,DS_24ff888e54,<br>,N/A,Grant Dorsey,"Longitudinal entomological surveillance of mosquitoes from three regions of Uganda. This study is part of The Program for Resistance, Immunology, Surveillance and Modeling of Malaria in Uganda (PRISM) Study, part of International Centers of Excellence for Malaria Research Program (ICEMR). Other aspects of the cohort study can be viewed at ClinEpiDB (https://clinepidb.org/ce/app/record/dataset/DS_0ad509829e). (MapVEu VBP0000267)",population_biology, ,N/A,,,,
<i>Anopheles darlingi</i> Coari Genome Sequence and Annotation,AdarC3,Ana Tereza Ribeiro de Vasconcelos,"Universidade Federal do Rio de Janeiro, Laboratório Nacional de Computação Científica, Brazil","VEuPathDB rel. 49, 2020-NOV-05",47,Genomes,adarCoari_primary_genome_RSRC,DS_252042213e,<i>Anopheles darlingi</i> Coari<br>,"20920257, 23761445",Ana Tereza Ribeiro de Vasconcelos,Genome Sequence and Annotation for <i>Anopheles darlingi</i> Coari,genome,VectorBase,11005,,,,
"State-wide mosquito surveillance in Iowa, USA, 1991 (New Jersey light trap)",3/9/2019,Ryan Smith,Iowa State University,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000415_RSRC,DS_256e6395e7,<br>,"18714883, 25102595, 31036953",Ryan Smith,"Mosquito collections have been made in various locations in Iowa, USA, using New Jersey light traps. (MapVEu VBP0000415)",population_biology, ,N/A,,,,
Trypanosome-associated changes in the salivary gland,20-Jan,Jan Van Den Abbeele,Institute of Tropical Medicine,"VEuPathDB rel. 47, 2020-APR-07",47,RNASeq,gmorYale_SRP093425_ebi_rnaSeq_RSRC,DS_257199a4f2,<i>Glossina morsitans</i> Yale<br>,27884110,Jan Van Den Abbeele,The aim of this study to evaluate by RNA-Seq the global changes in Glossina morsitans morsitans gene expression in response to Trypanosoma brucei brucei salivary gland colonization.,transcript_expression,VectorBase,N/A,,,,
Identification of Belgian mosquito species (Diptera: Culicidae) by DNA barcoding,12/6/2018,W Van Bortel,"Institute of Tropical Medicine, Antwerp","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000352_RSRC,DS_2582514daa,<br>,25143182,W Van Bortel,DNA barcoding used to catalog mosquito species in Belgium (MapVEu VBP0000352),population_biology, ,N/A,,,,
<i>Cryptosporidium hominis</i> isolate 30976 Genome Sequence and Annotation,11/16/2017,Lihua Xiao,South China Agricultural University,"VEuPathDB rel. 52, 2021-MAY-20",36,Genomes,chom30976_primary_genome_RSRC,DS_25a96f8412,<i>Cryptosporidium hominis</i> isolate 30976<br>,25903370,Lihua Xiao,<i>Cryptosporidium hominis</i> isolate 30976 sequence and annotation,genome,CryptoDB,3994,,,,
<i>Phytophthora capsici</i> LT1534 Genome Sequence and Annotation,1/12/2021,Jason E. Stajich,"Department of Plant Pathology and Microbiology, University of California, Riverside","VEuPathDB rel. 58, 2022-JUN-23",55,Genomes,pcapLT1534_primary_genome_RSRC,DS_25ee308595,<i>Phytophthora capsici</i> LT1534<br>,34042486,Jason E. Stajich,Genome Sequence and Annotation of <i>Phytophthora capsici</i> Strain LT1534,genome,FungiDB,28579,,,,
Saprobic vs Parasitic Growth,2012-06-26_gus4,Emily Whiston,"University of California, Berkeley","VEuPathDB rel. 21, 2014-MAY-08",21,RNASeq,cposC735deltSOWgp_Taylor_SaprobicParasitic_ebi_rnaSeq_RSRC,DS_26174084d7,<i>Coccidioides posadasii</i> C735 delta SOWgp<br>,22911737,Whiston et al. 2012,Comparative transcriptomics were used to identify gene expression differences between the saprobic and parasitic growth phases. The results highlighted a number of genes that may be crucial to dimorphic phase-switching and virulence in Coccidioides.,transcript_expression,FungiDB,N/A,,,,
Infection with Chikungunya virus,20-Jan,Ravi kiran Vedururu,CSIRO,"VEuPathDB rel. 62, 2023-MAR-09",62,RNASeq,aalbFPA_SRP140387_ebi_rnaSeq_RSRC,DS_261ce7db76,<i>Aedes albopictus</i> Foshan FPA<br>,31461898,Vedururu et al 2019,Whole transcriptome analysis of midgut tissue 2 days post infection and head and thorax (salivary glands) of Aedes albopictus 8 days post infection with Chikungunya virus.,transcript_expression,VectorBase,N/A,,,,
Susceptibility profile and metabolic mechanisms involved in Aedes aegypti and Aedes albopictus resistant to DDT and deltamethrin in the Central African Republic,6/16/2017,Carine Ngoagouni,"Institut Pasteur de Bangui, PO Box 923, Bangui, Central African Republic","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000178_RSRC,DS_26329e4216,<br>,27881148,Carine Ngoagouni,"Immature stages were sampled between June and September 2014 in six locations in Bangui (the capital of CAR) for larval and adult bioassays according to WHO standard procedures. We also characterized DDT- and pyrethroid-resistant mosquitoes molecularly and biochemically, including tests for the activities of nonspecific esterases (&#945; and &#946;), mixed-function oxidases, insensitive acetylcholinesterase and glutathione S-transferases. (MapVEu VBP0000178)",population_biology, ,N/A,,,,
<i>Acanthamoeba sp.</i> SK_2022a Genome Sequence,1/23/2023,Chayan Sharma,"Postgraduate Institute of Medical Education and Research, India","VEuPathDB rel. 64, 2023-JUL-12",64,Genomes,acspSK_2022a_primary_genome_RSRC,DS_2637caccae,<i>Acanthamoeba sp.</i> SK_2022a<br>,36558892,Sharma et al. 2022,Genome Sequence of <i>Acanthamoeba sp</i> SK_2022a,genome,AmoebaDB,N/A,,,,
<i>Sabethes cyaneus</i> ScyaPA1 Genome Sequence and Annotation,2/28/2023,Mara Lawniczak,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridgeshire, UK","VEuPathDB rel. 66, 2023-NOV-28",66,Genomes,scyaScyaPA1_primary_genome_RSRC,DS_2652a3167a,<i>Sabethes cyaneus</i> ScyaPA1<br>,N/A,Mara Lawniczak,Genome Sequence and Annotation of <i>Sabethes cyaneus</i> ScyaPA1,genome,VectorBase,14156,,,,
"Mosquito surveillance in Salt Lake County, Utah, USA. 2016",8/16/2018,Gregory White,Salt Lake City Mosquito Abatement District,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000314_RSRC,DS_26547a5b7f,<br>,N/A,Gregory White,Mosquito surveillance from the Salt Lake City Mosquito Abatement District program to survey mosquito populations. (MapVEu VBP0000314),population_biology, ,N/A,,,,
Transcriptome of heat-stressed Fusarium graminearum Z-3639,5/13/2016,Hokyoung Son,"Centre for Food and Bioconvergence, Seoul National University","VEuPathDB rel. 42, 2019-MAR-07",42,RNASeq,fgraPH-1_Son_HeatStressed_ebi_rnaSeq_RSRC,DS_26547dde2a,<i>Fusarium graminearum</i> PH-1<br>,27306495,Bui et al. 2016,Illumina HiSeq 2000 of 24 h-old mycelia from complete medium incubated in 25C and 37C for 15 min.,transcript_expression,FungiDB,N/A,,,,
